country_id,year_id,indicator_id,sex_id,Value,is_missing
130,2012-01-01,3,1,0.33,0
130,2013-01-01,3,1,0.34,0
130,2014-01-01,3,1,0.33,0
130,2015-01-01,3,1,0.34,0
130,2016-01-01,3,1,0.33,0
130,2017-01-01,3,1,0.33,0
130,2018-01-01,3,1,0.33,0
130,2019-01-01,3,1,0.31,0
130,2020-01-01,3,1,0.3,0
130,2021-01-01,3,1,0.3,0
131,2011-01-01,3,1,0.58,0
131,2012-01-01,3,1,0.56,0
131,2013-01-01,3,1,0.56,0
131,2014-01-01,3,1,0.56,0
131,2015-01-01,3,1,0.55,0
131,2016-01-01,3,1,0.55,0
131,2017-01-01,3,1,0.54,0
131,2018-01-01,3,1,0.54,0
131,2019-01-01,3,1,0.53,0
131,2020-01-01,3,1,0.54,0
131,2021-01-01,3,1,0.53,0
132,2011-01-01,3,1,0.0,1
132,2012-01-01,3,1,0.0,1
132,2013-01-01,3,1,0.0,1
132,2014-01-01,3,1,0.0,1
132,2015-01-01,3,1,0.0,1
132,2016-01-01,3,1,0.0,1
132,2017-01-01,3,1,0.0,1
132,2018-01-01,3,1,0.0,1
132,2019-01-01,3,1,0.0,1
132,2020-01-01,3,1,0.0,1
132,2021-01-01,3,1,0.0,1
133,2011-01-01,3,1,0.0,1
133,2012-01-01,3,1,0.0,1
133,2013-01-01,3,1,0.0,1
133,2014-01-01,3,1,0.0,1
133,2015-01-01,3,1,0.0,1
133,2016-01-01,3,1,0.0,1
133,2017-01-01,3,1,0.0,1
133,2018-01-01,3,1,0.0,1
133,2019-01-01,3,1,0.0,1
133,2020-01-01,3,1,0.0,1
133,2021-01-01,3,1,0.0,1
134,2011-01-01,3,1,0.51,0
134,2012-01-01,3,1,0.5,0
134,2013-01-01,3,1,0.49,0
134,2014-01-01,3,1,0.44,0
134,2015-01-01,3,1,0.43,0
134,2016-01-01,3,1,0.42,0
134,2017-01-01,3,1,0.42,0
134,2018-01-01,3,1,0.41,0
134,2019-01-01,3,1,0.4,0
