country_id,year_id,indicator_id,sex_id,Value
127,2015-01-01,6,1,\N
127,2016-01-01,6,1,\N
127,2017-01-01,6,1,\N
127,2018-01-01,6,1,\N
127,2019-01-01,6,1,\N
127,2020-01-01,6,1,\N
127,2021-01-01,6,1,\N
128,2011-01-01,6,1,9324.54
128,2012-01-01,6,1,9176.85
128,2013-01-01,6,1,9623.32
128,2014-01-01,6,1,10677.34
128,2015-01-01,6,1,10055.22
128,2016-01-01,6,1,10026.53
128,2017-01-01,6,1,10182.5
128,2018-01-01,6,1,10504.15
128,2019-01-01,6,1,11318.99
128,2020-01-01,6,1,10667.74
128,2021-01-01,6,1,11146.84
129,2011-01-01,6,1,59166.52
129,2012-01-01,6,1,60665.97
129,2013-01-01,6,1,60656.13
129,2014-01-01,6,1,62697.4
129,2015-01-01,6,1,59670.42
129,2016-01-01,6,1,57825.18
129,2017-01-01,6,1,59616.08
129,2018-01-01,6,1,62005.77
129,2019-01-01,6,1,60139.46
129,2020-01-01,6,1,56713.59
129,2021-01-01,6,1,54699.45
130,2011-01-01,6,1,11305.76
130,2012-01-01,6,1,11440.64
130,2013-01-01,6,1,11261.43
130,2014-01-01,6,1,10241.55
130,2015-01-01,6,1,10189.84
130,2016-01-01,6,1,10198.11
130,2017-01-01,6,1,9578.05
130,2018-01-01,6,1,8932.92
130,2019-01-01,6,1,8209.0
130,2020-01-01,6,1,7252.94
130,2021-01-01,6,1,7169.21
131,2011-01-01,6,1,1167.83
131,2012-01-01,6,1,1444.88
131,2013-01-01,6,1,1204.0
131,2014-01-01,6,1,1204.3
131,2015-01-01,6,1,1316.67
131,2016-01-01,6,1,1615.46
131,2017-01-01,6,1,1265.0
131,2018-01-01,6,1,1287.12
131,2019-01-01,6,1,1428.28
131,2020-01-01,6,1,1516.65
131,2021-01-01,6,1,1569.38
132,2011-01-01,6,1,\N
132,2012-01-01,6,1,\N
132,2013-01-01,6,1,\N
132,2014-01-01,6,1,\N
132,2015-01-01,6,1,\N
132,2016-01-01,6,1,\N
132,2017-01-01,6,1,\N
132,2018-01-01,6,1,\N
132,2019-01-01,6,1,\N
132,2020-01-01,6,1,\N
132,2021-01-01,6,1,\N
133,2011-01-01,6,1,1887.74
133,2012-01-01,6,1,2018.77
133,2013-01-01,6,1,2031.73
133,2014-01-01,6,1,2098.63
133,2015-01-01,6,1,2187.91
133,2016-01-01,6,1,2252.69
133,2017-01-01,6,1,2211.64
133,2018-01-01,6,1,2293.74
133,2019-01-01,6,1,2404.76
133,2020-01-01,6,1,2117.66
133,2021-01-01,6,1,2250.07
134,2011-01-01,6,1,15693.76
134,2012-01-01,6,1,17469.98
134,2013-01-01,6,1,17960.8
134,2014-01-01,6,1,18648.9
134,2015-01-01,6,1,20408.72
134,2016-01-01,6,1,21210.31
134,2017-01-01,6,1,23201.02
134,2018-01-01,6,1,23353.01
134,2019-01-01,6,1,23734.53
134,2020-01-01,6,1,20211.58
134,2021-01-01,6,1,23379.65
135,2011-01-01,6,1,2754.67
135,2012-01-01,6,1,2953.1
135,2013-01-01,6,1,2905.42
135,2014-01-01,6,1,3444.0
135,2015-01-01,6,1,3584.88
135,2016-01-01,6,1,3727.34
135,2017-01-01,6,1,3744.19
135,2018-01-01,6,1,3635.11
135,2019-01-01,6,1,3702.85
135,2020-01-01,6,1,3569.97
135,2021-01-01,6,1,3542.53
136,2011-01-01,6,1,7039.65
136,2012-01-01,6,1,7276.35
136,2013-01-01,6,1,7608.41
136,2014-01-01,6,1,7409.78
136,2015-01-01,6,1,8036.75
136,2016-01-01,6,1,8169.21
136,2017-01-01,6,1,8344.19
136,2018-01-01,6,1,9073.22
136,2019-01-01,6,1,9207.28
136,2020-01-01,6,1,8977.89
136,2021-01-01,6,1,9410.46
137,2011-01-01,6,1,7642.02
137,2012-01-01,6,1,8251.87
137,2013-01-01,6,1,9007.27
137,2014-01-01,6,1,9189.39
137,2015-01-01,6,1,9258.31
137,2016-01-01,6,1,9572.53
137,2017-01-01,6,1,9609.6
137,2018-01-01,6,1,9803.37
137,2019-01-01,6,1,9930.56
137,2020-01-01,6,1,8509.29
137,2021-01-01,6,1,9812.54
138,2011-01-01,6,1,4617.42
138,2012-01-01,6,1,5753.03
138,2013-01-01,6,1,6135.96
138,2014-01-01,6,1,6440.09
138,2015-01-01,6,1,6763.22
138,2016-01-01,6,1,7030.38
138,2017-01-01,6,1,7210.36
138,2018-01-01,6,1,7607.89
138,2019-01-01,6,1,8079.17
138,2020-01-01,6,1,7141.7
138,2021-01-01,6,1,7486.72
139,2011-01-01,6,1,18573.55
139,2012-01-01,6,1,18872.35
139,2013-01-01,6,1,19071.01
139,2014-01-01,6,1,19660.53
139,2015-01-01,6,1,20490.12
139,2016-01-01,6,1,20902.66
139,2017-01-01,6,1,21880.44
139,2018-01-01,6,1,23123.72
139,2019-01-01,6,1,24146.56
139,2020-01-01,6,1,23544.24
139,2021-01-01,6,1,25260.74
140,2011-01-01,6,1,24539.98
140,2012-01-01,6,1,23921.06
140,2013-01-01,6,1,24149.58
140,2014-01-01,6,1,24100.97
140,2015-01-01,6,1,25530.5
140,2016-01-01,6,1,26371.36
140,2017-01-01,6,1,27335.74
140,2018-01-01,6,1,28238.78
140,2019-01-01,6,1,28229.38
140,2020-01-01,6,1,27116.65
140,2021-01-01,6,1,28713.44
141,2011-01-01,6,1,33991.55
141,2012-01-01,6,1,35350.77
141,2013-01-01,6,1,37442.64
141,2014-01-01,6,1,40250.6
141,2015-01-01,6,1,43844.95
141,2016-01-01,6,1,46309.23
141,2017-01-01,6,1,43358.67
141,2018-01-01,6,1,41741.87
141,2019-01-01,6,1,40832.24
141,2020-01-01,6,1,39987.13
141,2021-01-01,6,1,42100.85
142,2011-01-01,6,1,16390.25
142,2012-01-01,6,1,16815.49
142,2013-01-01,6,1,17716.52
142,2014-01-01,6,1,18913.05
142,2015-01-01,6,1,17246.13
142,2016-01-01,6,1,19824.31
142,2017-01-01,6,1,19678.78
142,2018-01-01,6,1,23115.25
142,2019-01-01,6,1,24139.83
142,2020-01-01,6,1,23326.13
142,2021-01-01,6,1,24554.48
143,2011-01-01,6,1,19450.29
143,2012-01-01,6,1,20174.46
143,2013-01-01,6,1,20342.0
143,2014-01-01,6,1,20157.94
143,2015-01-01,6,1,19820.68
143,2016-01-01,6,1,19859.55
143,2017-01-01,6,1,18992.2
143,2018-01-01,6,1,20908.3
143,2019-01-01,6,1,19962.2
143,2020-01-01,6,1,20870.36
143,2021-01-01,6,1,21857.33
144,2011-01-01,6,1,1403.79
144,2012-01-01,6,1,1482.77
144,2013-01-01,6,1,1512.28
144,2014-01-01,6,1,1496.93
144,2015-01-01,6,1,1662.99
144,2016-01-01,6,1,1706.13
144,2017-01-01,6,1,1446.21
144,2018-01-01,6,1,1817.35
144,2019-01-01,6,1,1946.7
144,2020-01-01,6,1,1846.0
144,2021-01-01,6,1,1989.56
145,2011-01-01,6,1,\N
145,2012-01-01,6,1,\N
145,2013-01-01,6,1,\N
145,2014-01-01,6,1,\N
145,2015-01-01,6,1,\N
145,2016-01-01,6,1,\N
145,2017-01-01,6,1,\N
145,2018-01-01,6,1,\N
145,2019-01-01,6,1,\N
145,2020-01-01,6,1,\N
145,2021-01-01,6,1,\N
146,2011-01-01,6,1,11805.31
146,2012-01-01,6,1,11789.39
146,2013-01-01,6,1,11256.81
146,2014-01-01,6,1,10923.91
146,2015-01-01,6,1,10620.62
146,2016-01-01,6,1,11219.84
146,2017-01-01,6,1,11656.16
146,2018-01-01,6,1,11869.01
146,2019-01-01,6,1,12068.42
146,2020-01-01,6,1,9390.7
146,2021-01-01,6,1,9990.62
147,2011-01-01,6,1,7960.06
147,2012-01-01,6,1,8195.38
147,2013-01-01,6,1,8409.52
147,2014-01-01,6,1,8286.9
147,2015-01-01,6,1,8462.89
147,2016-01-01,6,1,8595.95
147,2017-01-01,6,1,8930.89
147,2018-01-01,6,1,9285.97
147,2019-01-01,6,1,9045.33
147,2020-01-01,6,1,8747.2
147,2021-01-01,6,1,8720.22
148,2011-01-01,6,1,3693.72
148,2012-01-01,6,1,3685.6
148,2013-01-01,6,1,3501.77
148,2014-01-01,6,1,3543.73
148,2015-01-01,6,1,3823.55
148,2016-01-01,6,1,3929.87
148,2017-01-01,6,1,4778.86
148,2018-01-01,6,1,3849.25
148,2019-01-01,6,1,3894.68
148,2020-01-01,6,1,3534.61
148,2021-01-01,6,1,3222.7
149,2011-01-01,6,1,\N
149,2012-01-01,6,1,\N
149,2013-01-01,6,1,\N
149,2014-01-01,6,1,\N
149,2015-01-01,6,1,\N
149,2016-01-01,6,1,\N
149,2017-01-01,6,1,\N
149,2018-01-01,6,1,\N
149,2019-01-01,6,1,\N
149,2020-01-01,6,1,\N
149,2021-01-01,6,1,\N
150,2011-01-01,6,1,2052.17
150,2012-01-01,6,1,2025.85
150,2013-01-01,6,1,2139.73
150,2014-01-01,6,1,2256.41
150,2015-01-01,6,1,2260.34
150,2016-01-01,6,1,2331.56
150,2017-01-01,6,1,2371.5
150,2018-01-01,6,1,2414.31
150,2019-01-01,6,1,2424.99
150,2020-01-01,6,1,2415.97
150,2021-01-01,6,1,2414.88
151,2011-01-01,6,1,16616.32
151,2012-01-01,6,1,17835.13
151,2013-01-01,6,1,17182.33
151,2014-01-01,6,1,17713.0
151,2015-01-01,6,1,17561.98
151,2016-01-01,6,1,18171.78
151,2017-01-01,6,1,17200.7
151,2018-01-01,6,1,19099.63
151,2019-01-01,6,1,21022.61
151,2020-01-01,6,1,20900.31
151,2021-01-01,6,1,20677.98
152,2011-01-01,6,1,1751.12
152,2012-01-01,6,1,1796.36
152,2013-01-01,6,1,1815.03
152,2014-01-01,6,1,1898.44
152,2015-01-01,6,1,1986.65
152,2016-01-01,6,1,2045.13
152,2017-01-01,6,1,2133.67
152,2018-01-01,6,1,1961.38
152,2019-01-01,6,1,1727.79
152,2020-01-01,6,1,2184.48
152,2021-01-01,6,1,2258.03
153,2011-01-01,6,1,10149.7
153,2012-01-01,6,1,10225.94
153,2013-01-01,6,1,10695.74
153,2014-01-01,6,1,11520.02
153,2015-01-01,6,1,11693.59
153,2016-01-01,6,1,12212.15
153,2017-01-01,6,1,12286.03
153,2018-01-01,6,1,13108.31
153,2019-01-01,6,1,13845.1
153,2020-01-01,6,1,14166.47
153,2021-01-01,6,1,15306.1
154,2011-01-01,6,1,\N
154,2012-01-01,6,1,\N
154,2013-01-01,6,1,\N
154,2014-01-01,6,1,\N
154,2015-01-01,6,1,\N
154,2016-01-01,6,1,\N
154,2017-01-01,6,1,\N
154,2018-01-01,6,1,\N
154,2019-01-01,6,1,\N
154,2020-01-01,6,1,\N
154,2021-01-01,6,1,\N
155,2011-01-01,6,1,1279.2
155,2012-01-01,6,1,1508.34
155,2013-01-01,6,1,1713.24
155,2014-01-01,6,1,1724.12
155,2015-01-01,6,1,1353.77
155,2016-01-01,6,1,1274.54
155,2017-01-01,6,1,1425.49
155,2018-01-01,6,1,1196.75
155,2019-01-01,6,1,1518.15
155,2020-01-01,6,1,1440.81
155,2021-01-01,6,1,1453.29
156,2011-01-01,6,1,54924.02
156,2012-01-01,6,1,56034.65
156,2013-01-01,6,1,57808.1
156,2014-01-01,6,1,68368.3
156,2015-01-01,6,1,63905.56
156,2016-01-01,6,1,70732.44
156,2017-01-01,6,1,72425.52
156,2018-01-01,6,1,69854.92
156,2019-01-01,6,1,71260.14
156,2020-01-01,6,1,66908.04
156,2021-01-01,6,1,75093.99
157,2011-01-01,6,1,19101.92
157,2012-01-01,6,1,19551.02
157,2013-01-01,6,1,20110.73
157,2014-01-01,6,1,20426.63
157,2015-01-01,6,1,21530.89
157,2016-01-01,6,1,21957.12
157,2017-01-01,6,1,22733.05
157,2018-01-01,6,1,23407.96
157,2019-01-01,6,1,24234.69
157,2020-01-01,6,1,23339.85
157,2021-01-01,6,1,24848.67
158,2011-01-01,6,1,28841.83
158,2012-01-01,6,1,25200.01
158,2013-01-01,6,1,24895.14
158,2014-01-01,6,1,28055.14
158,2015-01-01,6,1,28787.67
158,2016-01-01,6,1,30503.71
158,2017-01-01,6,1,29361.42
158,2018-01-01,6,1,33190.15
158,2019-01-01,6,1,34535.8
158,2020-01-01,6,1,30478.81
158,2021-01-01,6,1,33037.53
159,2011-01-01,6,1,2094.34
159,2012-01-01,6,1,2128.12
159,2013-01-01,6,1,2295.08
159,2014-01-01,6,1,2223.98
159,2015-01-01,6,1,2177.31
159,2016-01-01,6,1,2210.55
159,2017-01-01,6,1,2295.63
159,2018-01-01,6,1,2340.14
159,2019-01-01,6,1,2311.48
159,2020-01-01,6,1,2229.09
159,2021-01-01,6,1,2172.53
160,2011-01-01,6,1,534.26
160,2012-01-01,6,1,536.46
160,2013-01-01,6,1,559.62
160,2014-01-01,6,1,569.25
160,2015-01-01,6,1,572.89
160,2016-01-01,6,1,575.16
160,2017-01-01,6,1,569.94
160,2018-01-01,6,1,572.17
160,2019-01-01,6,1,575.14
160,2020-01-01,6,1,548.52
160,2021-01-01,6,1,544.7
161,2011-01-01,6,1,9952.51
161,2012-01-01,6,1,10208.56
161,2013-01-01,6,1,10280.1
161,2014-01-01,6,1,10356.08
161,2015-01-01,6,1,10194.24
161,2016-01-01,6,1,10292.56
161,2017-01-01,6,1,9899.54
161,2018-01-01,6,1,10010.01
161,2019-01-01,6,1,10759.29
161,2020-01-01,6,1,9505.34
161,2021-01-01,6,1,9934.61
162,2011-01-01,6,1,21803.16
162,2012-01-01,6,1,22518.22
162,2013-01-01,6,1,23097.24
162,2014-01-01,6,1,23627.1
162,2015-01-01,6,1,23970.54
162,2016-01-01,6,1,24959.44
162,2017-01-01,6,1,25957.18
162,2018-01-01,6,1,27064.17
162,2019-01-01,6,1,28230.03
162,2020-01-01,6,1,27967.05
162,2021-01-01,6,1,29299.89
163,2011-01-01,6,1,1779.61
163,2012-01-01,6,1,819.25
163,2013-01-01,6,1,1027.83
163,2014-01-01,6,1,1027.55
163,2015-01-01,6,1,997.73
163,2016-01-01,6,1,840.02
163,2017-01-01,6,1,770.31
163,2018-01-01,6,1,734.0
163,2019-01-01,6,1,719.81
163,2020-01-01,6,1,644.78
163,2021-01-01,6,1,664.42
164,2011-01-01,6,1,27945.02
164,2012-01-01,6,1,27368.25
164,2013-01-01,6,1,27511.42
164,2014-01-01,6,1,27838.91
164,2015-01-01,6,1,29466.57
164,2016-01-01,6,1,31152.59
164,2017-01-01,6,1,31382.33
164,2018-01-01,6,1,31995.26
164,2019-01-01,6,1,32885.7
164,2020-01-01,6,1,29480.57
164,2021-01-01,6,1,31212.64
165,2011-01-01,6,1,5580.91
165,2012-01-01,6,1,5675.35
165,2013-01-01,6,1,6108.53
165,2014-01-01,6,1,6527.24
165,2015-01-01,6,1,7022.53
165,2016-01-01,6,1,6883.84
165,2017-01-01,6,1,7202.59
165,2018-01-01,6,1,7028.8
165,2019-01-01,6,1,7106.24
165,2020-01-01,6,1,6786.58
165,2021-01-01,6,1,7004.61
166,2011-01-01,6,1,2422.36
166,2012-01-01,6,1,2179.22
166,2013-01-01,6,1,2149.93
166,2014-01-01,6,1,2312.19
166,2015-01-01,6,1,2302.86
166,2016-01-01,6,1,2341.59
166,2017-01-01,6,1,2264.73
166,2018-01-01,6,1,2119.15
166,2019-01-01,6,1,2027.03
166,2020-01-01,6,1,1858.33
166,2021-01-01,6,1,1832.77
167,2011-01-01,6,1,11136.37
167,2012-01-01,6,1,11647.62
167,2013-01-01,6,1,12109.02
167,2014-01-01,6,1,12246.16
167,2015-01-01,6,1,12761.73
167,2016-01-01,6,1,12155.13
167,2017-01-01,6,1,11503.41
167,2018-01-01,6,1,12186.89
167,2019-01-01,6,1,12188.64
167,2020-01-01,6,1,9248.11
167,2021-01-01,6,1,8865.6
168,2011-01-01,6,1,41719.69
168,2012-01-01,6,1,41378.2
168,2013-01-01,6,1,41537.93
168,2014-01-01,6,1,43810.79
168,2015-01-01,6,1,45825.5
168,2016-01-01,6,1,46201.34
168,2017-01-01,6,1,47411.82
168,2018-01-01,6,1,47857.67
168,2019-01-01,6,1,49160.31
168,2020-01-01,6,1,47139.33
168,2021-01-01,6,1,49580.11
169,2011-01-01,6,1,54779.52
169,2012-01-01,6,1,57554.27
169,2013-01-01,6,1,55841.18
169,2014-01-01,6,1,56926.07
169,2015-01-01,6,1,57090.11
169,2016-01-01,6,1,57162.09
169,2017-01-01,6,1,55346.99
169,2018-01-01,6,1,55255.61
169,2019-01-01,6,1,56073.99
169,2020-01-01,6,1,53137.83
169,2021-01-01,6,1,54596.87
170,2011-01-01,6,1,3819.88
170,2012-01-01,6,1,2513.8
170,2013-01-01,6,1,1588.95
170,2014-01-01,6,1,1342.84
170,2015-01-01,6,1,1438.13
170,2016-01-01,6,1,1474.53
170,2017-01-01,6,1,1538.09
170,2018-01-01,6,1,1583.17
170,2019-01-01,6,1,1525.21
170,2020-01-01,6,1,1277.05
170,2021-01-01,6,1,1285.23
171,2011-01-01,6,1,1726.85
171,2012-01-01,6,1,1916.8
171,2013-01-01,6,1,2280.49
171,2014-01-01,6,1,2270.06
171,2015-01-01,6,1,2275.87
171,2016-01-01,6,1,2358.86
171,2017-01-01,6,1,2472.58
171,2018-01-01,6,1,2612.77
171,2019-01-01,6,1,2737.65
171,2020-01-01,6,1,2786.73
171,2021-01-01,6,1,2980.09
172,2011-01-01,6,1,1755.06
172,2012-01-01,6,1,1949.38
172,2013-01-01,6,1,1835.67
172,2014-01-01,6,1,1893.19
172,2015-01-01,6,1,1943.12
172,2016-01-01,6,1,2011.2
172,2017-01-01,6,1,2086.37
172,2018-01-01,6,1,2157.92
172,2019-01-01,6,1,2275.98
172,2020-01-01,6,1,2207.76
172,2021-01-01,6,1,2246.74
173,2011-01-01,6,1,12464.01
173,2012-01-01,6,1,13018.38
173,2013-01-01,6,1,11624.69
173,2014-01-01,6,1,13168.76
173,2015-01-01,6,1,13689.31
173,2016-01-01,6,1,12563.6
173,2017-01-01,6,1,13039.64
173,2018-01-01,6,1,15438.61
173,2019-01-01,6,1,16007.52
173,2020-01-01,6,1,15241.04
173,2021-01-01,6,1,15457.08
174,2011-01-01,6,1,717.29
174,2012-01-01,6,1,666.0
174,2013-01-01,6,1,735.05
174,2014-01-01,6,1,782.22
174,2015-01-01,6,1,825.05
174,2016-01-01,6,1,868.73
174,2017-01-01,6,1,864.86
174,2018-01-01,6,1,888.68
174,2019-01-01,6,1,895.97
174,2020-01-01,6,1,874.37
174,2021-01-01,6,1,896.35
175,2011-01-01,6,1,9584.14
175,2012-01-01,6,1,8283.05
175,2013-01-01,6,1,6476.26
175,2014-01-01,6,1,5827.84
175,2015-01-01,6,1,4688.55
175,2016-01-01,6,1,4590.91
175,2017-01-01,6,1,3679.65
175,2018-01-01,6,1,3595.89
175,2019-01-01,6,1,3981.55
175,2020-01-01,6,1,3913.6
175,2021-01-01,6,1,3641.65
176,2011-01-01,6,1,1358.0
176,2012-01-01,6,1,1492.57
176,2013-01-01,6,1,1551.74
176,2014-01-01,6,1,1611.5
176,2015-01-01,6,1,1470.78
176,2016-01-01,6,1,1715.95
176,2017-01-01,6,1,1828.89
176,2018-01-01,6,1,1794.4
176,2019-01-01,6,1,1855.74
176,2020-01-01,6,1,1841.16
176,2021-01-01,6,1,1884.55
177,2011-01-01,6,1,4033.43
177,2012-01-01,6,1,4111.4
177,2013-01-01,6,1,4157.99
177,2014-01-01,6,1,4212.62
177,2015-01-01,6,1,4302.66
177,2016-01-01,6,1,4551.94
177,2017-01-01,6,1,4833.9
177,2018-01-01,6,1,4893.08
177,2019-01-01,6,1,4960.3
177,2020-01-01,6,1,4885.73
177,2021-01-01,6,1,4842.03
178,2011-01-01,6,1,19482.59
178,2012-01-01,6,1,20408.74
178,2013-01-01,6,1,21660.71
178,2014-01-01,6,1,21188.97
178,2015-01-01,6,1,22269.32
178,2016-01-01,6,1,20992.62
178,2017-01-01,6,1,19387.85
178,2018-01-01,6,1,18477.52
178,2019-01-01,6,1,18726.42
178,2020-01-01,6,1,17019.16
178,2021-01-01,6,1,16793.87
179,2011-01-01,6,1,4536.99
179,2012-01-01,6,1,4819.22
179,2013-01-01,6,1,4856.58
179,2014-01-01,6,1,5057.44
179,2015-01-01,6,1,5151.36
179,2016-01-01,6,1,5263.84
179,2017-01-01,6,1,5296.61
179,2018-01-01,6,1,5349.54
179,2019-01-01,6,1,5281.42
179,2020-01-01,6,1,4768.56
179,2021-01-01,6,1,4869.6
180,2011-01-01,6,1,12543.73
180,2012-01-01,6,1,13337.82
180,2013-01-01,6,1,14308.8
180,2014-01-01,6,1,15262.72
180,2015-01-01,6,1,15268.42
180,2016-01-01,6,1,16070.83
180,2017-01-01,6,1,17070.28
180,2018-01-01,6,1,17790.83
180,2019-01-01,6,1,17533.47
180,2020-01-01,6,1,17253.33
180,2021-01-01,6,1,19079.35
181,2011-01-01,6,1,9626.18
181,2012-01-01,6,1,10087.97
181,2013-01-01,6,1,10023.36
181,2014-01-01,6,1,10250.31
181,2015-01-01,6,1,10577.73
181,2016-01-01,6,1,10253.91
181,2017-01-01,6,1,9730.07
181,2018-01-01,6,1,10581.86
181,2019-01-01,6,1,9457.41
181,2020-01-01,6,1,8952.33
181,2021-01-01,6,1,9227.5
182,2011-01-01,6,1,\N
182,2012-01-01,6,1,\N
182,2013-01-01,6,1,\N
182,2014-01-01,6,1,\N
182,2015-01-01,6,1,\N
182,2016-01-01,6,1,\N
182,2017-01-01,6,1,\N
182,2018-01-01,6,1,\N
182,2019-01-01,6,1,\N
182,2020-01-01,6,1,\N
182,2021-01-01,6,1,\N
183,2011-01-01,6,1,1663.74
183,2012-01-01,6,1,1457.13
183,2013-01-01,6,1,1677.57
183,2014-01-01,6,1,1707.14
183,2015-01-01,6,1,1745.99
183,2016-01-01,6,1,1770.03
183,2017-01-01,6,1,1474.91
183,2018-01-01,6,1,1788.8
183,2019-01-01,6,1,1846.64
183,2020-01-01,6,1,1831.55
183,2021-01-01,6,1,1877.43
184,2011-01-01,6,1,9824.17
184,2012-01-01,6,1,10388.72
184,2013-01-01,6,1,10286.54
184,2014-01-01,6,1,9689.73
184,2015-01-01,6,1,9084.94
184,2016-01-01,6,1,8992.04
184,2017-01-01,6,1,9523.34
184,2018-01-01,6,1,9712.69
184,2019-01-01,6,1,10007.4
184,2020-01-01,6,1,9975.59
184,2021-01-01,6,1,10369.87
185,2011-01-01,6,1,20273.43
185,2012-01-01,6,1,22011.37
185,2013-01-01,6,1,24600.5
185,2014-01-01,6,1,27359.23
185,2015-01-01,6,1,30235.53
185,2016-01-01,6,1,31893.33
185,2017-01-01,6,1,33303.33
185,2018-01-01,6,1,31652.23
185,2019-01-01,6,1,32180.71
185,2020-01-01,6,1,28847.03
185,2021-01-01,6,1,28921.14
186,2011-01-01,6,1,28904.96
186,2012-01-01,6,1,29123.89
186,2013-01-01,6,1,29407.06
186,2014-01-01,6,1,34946.73
186,2015-01-01,6,1,31634.57
186,2016-01-01,6,1,32181.0
186,2017-01-01,6,1,33177.65
186,2018-01-01,6,1,33633.79
186,2019-01-01,6,1,35016.16
186,2020-01-01,6,1,35208.75
186,2021-01-01,6,1,37374.45
187,2011-01-01,6,1,42509.18
187,2012-01-01,6,1,43188.9
187,2013-01-01,6,1,43968.25
187,2014-01-01,6,1,45275.14
187,2015-01-01,6,1,46182.89
187,2016-01-01,6,1,46536.11
187,2017-01-01,6,1,47836.34
187,2018-01-01,6,1,49097.44
187,2019-01-01,6,1,50118.21
187,2020-01-01,6,1,48968.03
187,2021-01-01,6,1,51538.96
188,2011-01-01,6,1,14536.08
188,2012-01-01,6,1,14548.43
188,2013-01-01,6,1,15118.18
188,2014-01-01,6,1,15521.97
188,2015-01-01,6,1,15977.06
188,2016-01-01,6,1,16791.36
188,2017-01-01,6,1,16654.85
188,2018-01-01,6,1,17004.94
188,2019-01-01,6,1,17170.18
188,2020-01-01,6,1,16450.9
188,2021-01-01,6,1,17125.29
189,2011-01-01,6,1,3751.95
189,2012-01-01,6,1,3966.11
189,2013-01-01,6,1,4216.5
189,2014-01-01,6,1,4398.71
189,2015-01-01,6,1,4541.84
189,2016-01-01,6,1,4697.71
189,2017-01-01,6,1,4862.89
189,2018-01-01,6,1,5081.37
189,2019-01-01,6,1,5206.69
189,2020-01-01,6,1,5150.66
189,2021-01-01,6,1,5427.36
190,2011-01-01,6,1,2338.23
190,2012-01-01,6,1,2212.43
190,2013-01-01,6,1,2258.71
190,2014-01-01,6,1,2334.94
190,2015-01-01,6,1,2288.36
190,2016-01-01,6,1,2343.07
190,2017-01-01,6,1,2375.73
190,2018-01-01,6,1,2458.92
190,2019-01-01,6,1,2623.15
190,2020-01-01,6,1,2423.69
190,2021-01-01,6,1,2353.7
191,2011-01-01,6,1,14430.28
191,2012-01-01,6,1,13754.17
191,2013-01-01,6,1,13923.33
191,2014-01-01,6,1,13136.6
191,2015-01-01,6,1,12105.66
191,2016-01-01,6,1,9986.92
191,2017-01-01,6,1,8300.08
191,2018-01-01,6,1,6801.84
191,2019-01-01,6,1,4239.73
191,2020-01-01,6,1,2935.0
191,2021-01-01,6,1,2865.79
192,2011-01-01,6,1,4495.74
192,2012-01-01,6,1,4790.56
192,2013-01-01,6,1,5027.59
192,2014-01-01,6,1,5258.72
192,2015-01-01,6,1,5497.8
192,2016-01-01,6,1,5714.31
192,2017-01-01,6,1,5875.28
192,2018-01-01,6,1,6223.68
192,2019-01-01,6,1,6613.3
192,2020-01-01,6,1,6794.73
192,2021-01-01,6,1,6932.37
193,2011-01-01,6,1,612.14
193,2012-01-01,6,1,548.29
193,2013-01-01,6,1,500.61
193,2014-01-01,6,1,386.8
193,2015-01-01,6,1,245.24
193,2016-01-01,6,1,203.93
193,2017-01-01,6,1,177.15
193,2018-01-01,6,1,182.45
193,2019-01-01,6,1,183.63
193,2020-01-01,6,1,186.47
193,2021-01-01,6,1,176.06
194,2011-01-01,6,1,2382.93
194,2012-01-01,6,1,2769.03
194,2013-01-01,6,1,2819.19
194,2014-01-01,6,1,2718.61
194,2015-01-01,6,1,2841.58
194,2016-01-01,6,1,2709.71
194,2017-01-01,6,1,3362.49
194,2018-01-01,6,1,3353.05
194,2019-01-01,6,1,2746.49
194,2020-01-01,6,1,2585.99
194,2021-01-01,6,1,2614.51
195,2011-01-01,6,1,2772.22
195,2012-01-01,6,1,3110.23
195,2013-01-01,6,1,3138.48
195,2014-01-01,6,1,3265.39
195,2015-01-01,6,1,3161.96
195,2016-01-01,6,1,3132.37
195,2017-01-01,6,1,3237.36
195,2018-01-01,6,1,3354.31
195,2019-01-01,6,1,3189.75
195,2020-01-01,6,1,3152.77
195,2021-01-01,6,1,3285.93
1,2011-01-01,7,1,3430.98
1,2012-01-01,7,1,3633.44
1,2013-01-01,7,1,3715.01
1,2014-01-01,7,1,3813.31
1,2015-01-01,7,1,3489.65
1,2016-01-01,7,1,3411.48
1,2017-01-01,7,1,3385.36
1,2018-01-01,7,1,3325.14
1,2019-01-01,7,1,3383.76
1,2020-01-01,7,1,3331.9
1,2021-01-01,7,1,3089.27
2,2011-01-01,7,1,13568.5
2,2012-01-01,7,1,13505.52
2,2013-01-01,7,1,14707.57
2,2014-01-01,7,1,15052.24
2,2015-01-01,7,1,14333.94
2,2016-01-01,7,1,14943.97
2,2017-01-01,7,1,15442.82
2,2018-01-01,7,1,15939.65
2,2019-01-01,7,1,15980.47
2,2020-01-01,7,1,15341.87
2,2021-01-01,7,1,16629.9
3,2011-01-01,7,1,18296.15
3,2012-01-01,7,1,18326.83
3,2013-01-01,7,1,18276.59
3,2014-01-01,7,1,18596.25
3,2015-01-01,7,1,18787.53
3,2016-01-01,7,1,19121.09
3,2017-01-01,7,1,18912.35
3,2018-01-01,7,1,18582.75
